"","site_plot","citation.ID","stand.age","measurement.ID","sites.sitename","plot.name","dominant.life.form","dominant.veg","variable.name.x","date.x","start.date.x","end.date.x","ANPP_canopy","min.dbh","required.citations","ForC.investigator","country","lat","lon","masl","mat","map","geographic.area","biogeog","Koeppen","FAO.ecozone","plot.area","year.establishment.oldest.trees","regrowth.type","regrowth.year","distmrs.type","distmrs.year","managed","disturbed","history.no.info","optional","AnnualMeanTemp","MeanDiurnalRange","TempSeasonality","TempRangeAnnual","ANPP_woody_stem","PreSeasonality","CloudCover","AnnualFrostDays","AnnualPET","AnnualWetDays","VapourPressure","SolarRadiation","Aridity","PotentialEvapotranspiration","VapourPressureDeficit","biomes","variable.name.y","date.y","start.date.y","end.date.y","mean.y"
"246","Wayqecha unmanaged upland tropical forest","Girardin_2010_nppa",999,16280,"Wayqecha","unmanaged upland tropical forest","woody","2TEB","ANPP_foliage",NA,"2007","2008",1.92,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.19,-71.59,3025,12.5,1706,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,13.4,15.2,11.44,20.2,335,67,59.68450292,87.11798246,1106.259649,110.9999123,0.105416666,513259.5,2848,1211,0.581,"tropical","ANPP_woody_stem","2005","2003","2007",1.128
"247","West Kalimantan lowland tropical forest","Malhi_2011_taoe",999,16325,"West Kalimantan","lowland tropical forest","woody","2TEB","ANPP_litterfall","NI","NI","NI",3.85,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Indonesia",-0.9277,109.9534,190,NA,4125,"787","Asia","Af","Tropical rainforest","NAC","NAC","NI","NAC","NI","NAC",0,0,1,TRUE,27,8.5,2.87,9.4,3228,25,70.80950292,0,1191.179825,240.9851754,0.293666667,610893.8,20516,1535,0.774555556,"tropical","ANPP_woody_stem","NI","NI","NI",6
"248","Western Ghats 1 tropical wet evergreen forest","Swamy_2010_fadm",999,18481,"Western Ghats 1","tropical wet evergreen forest","woody","2TEB","ANPP_litterfall","1994","1993","1995",1.927,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","India",12.42,75.42,1000,26.6,2800,"788","Asia","Am","Tropical rainforest","NAC","NAC","NI","NAC","NI","NAC",0,0,1,TRUE,22.7,7.7,13.03,13.2,6069,133,46.7629386,0,1523.894737,104.5140351,0.221749999,728027.5,33228,1709,0.750986111,"tropical","ANPP_woody_stem","1994","1993","1995",2.867
"249","Western Ghats 2 tropical wet evergreen forest","Swamy_2010_fadm",999,18482,"Western Ghats 2","tropical wet evergreen forest","woody","2TEB","ANPP_litterfall","1994","1993","1995",2.679,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","India",12.42,75.42,1500,24.6,3200,"788","Asia","Am","Tropical rainforest","NAC","NAC","NI","NAC","NI","NAC",0,0,1,TRUE,22.7,7.7,13.03,13.2,6069,133,46.7629386,0,1523.894737,104.5140351,0.221749999,728027.5,33228,1709,0.750986111,"tropical","ANPP_woody_stem","1994","1993","1995",2.914
"250","Western Ghats 3 tropical wet evergreen forest","Swamy_2010_fadm",999,18483,"Western Ghats 3","tropical wet evergreen forest","woody","2TEB","ANPP_litterfall","1994","1993","1995",2.068,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","India",12.42,75.42,1100,26.6,2800,"788","Asia","Am","Tropical rainforest","NAC","NAC","NI","NAC","NI","NAC",0,0,1,TRUE,22.7,7.7,13.03,13.2,6069,133,46.7629386,0,1523.894737,104.5140351,0.221749999,728027.5,33228,1709,0.750986111,"tropical","ANPP_woody_stem","1994","1993","1995",1.927
"251","Western Ghats 4 tropical wet evergreen forest","Swamy_2010_fadm",999,18484,"Western Ghats 4","tropical wet evergreen forest","woody","2TEB","ANPP_litterfall","1994","1993","1995",2.397,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","India",12.42,75.42,1300,25.6,3000,"788","Asia","Am","Tropical rainforest","NAC","NAC","NI","NAC","NI","NAC",0,0,1,TRUE,22.7,7.7,13.03,13.2,6069,133,46.7629386,0,1523.894737,104.5140351,0.221749999,728027.5,33228,1709,0.750986111,"tropical","ANPP_woody_stem","1994","1993","1995",3.055
"252","Willow Creek AE 1 NI","Martin_2005_asri",73,16503,"Willow Creek AE 1","NI","woody","2TDB","ANPP_foliage",NA,"1998","2001",2.95,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.48,-90.08,480,NA,NA,"793","North America","Dfb","Temperate continental forest","NAC","1928","Initiation of post-disturbance cohort (planted or natural)","1928","NAC","NAC",0,0,0,TRUE,4.2,12.3,111.2,44.8,813,45,64.90511696,188.744386,752.4307018,123.0825439,0.079250001,453019.8,9147,882,0.338569444,"temperate","ANPP_woody_stem",NA,"1998","2001",5.37
"253","Willow Creek AE 2 NI","Martin_2005_asri",80,16508,"Willow Creek AE 2","NI","woody","2TDB","ANPP_foliage",NA,"1998","2001",2.93,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.48,-90.08,480,NA,NA,"793","North America","Dfb","Temperate continental forest","NAC","1921","Initiation of post-disturbance cohort (planted or natural)","1921","NAC","NAC",0,0,0,TRUE,4.2,12.3,111.2,44.8,813,45,64.90511696,188.744386,752.4307018,123.0825439,0.079250001,453019.8,9147,882,0.338569444,"temperate","ANPP_woody_stem",NA,"1998","2001",3.28
"254","Willow Creek AF 1 NI","Martin_2005_asri",62,16513,"Willow Creek AF 1","NI","woody","2TREE","ANPP_foliage",NA,"1998","2001",3.2,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.48,-90.08,480,NA,NA,"793","North America","Dfb","Temperate continental forest","NAC","1939","Initiation of post-disturbance cohort (planted or natural)","1939","NAC","NAC",0,0,0,TRUE,4.2,12.3,111.2,44.8,813,45,64.90511696,188.744386,752.4307018,123.0825439,0.079250001,453019.8,9147,882,0.338569444,"temperate","ANPP_woody_stem",NA,"1998","2001",3.35
"255","Willow Creek AF 2 NI","Martin_2005_asri",56,16518,"Willow Creek AF 2","NI","woody","2TREE","ANPP_foliage",NA,"1998","2001",3.02,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.48,-90.08,480,NA,NA,"793","North America","Dfb","Temperate continental forest","NAC","1945","Initiation of post-disturbance cohort (planted or natural)","1945","NAC","NAC",0,0,0,TRUE,4.2,12.3,111.2,44.8,813,45,64.90511696,188.744386,752.4307018,123.0825439,0.079250001,453019.8,9147,882,0.338569444,"temperate","ANPP_woody_stem",NA,"1998","2001",2.45
"256","Willow Creek NH 1 NI","Martin_2005_asri",66,16549,"Willow Creek NH 1","NI","woody","2TDB","ANPP_foliage",NA,"1998","2001",2.59,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.48,-90.08,480,NA,NA,"793","North America","Dfb","Temperate continental forest","NAC","1935","Initiation of post-disturbance cohort (planted or natural)","1935","NAC","NAC",0,0,0,TRUE,4.2,12.3,111.2,44.8,813,45,64.90511696,188.744386,752.4307018,123.0825439,0.079250001,453019.8,9147,882,0.338569444,"temperate","ANPP_woody_stem",NA,"1998","2001",2.61
"257","Willow Creek NH 2 NI","Martin_2005_asri",66,16554,"Willow Creek NH 2","NI","woody","2TDB","ANPP_foliage",NA,"1998","2001",3.02,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.48,-90.08,480,NA,NA,"793","North America","Dfb","Temperate continental forest","NAC","1935","Initiation of post-disturbance cohort (planted or natural)","1935","NAC","NAC",0,0,0,TRUE,4.2,12.3,111.2,44.8,813,45,64.90511696,188.744386,752.4307018,123.0825439,0.079250001,453019.8,9147,882,0.338569444,"temperate","ANPP_woody_stem",NA,"1998","2001",2.99
"258","Willow Creek NH 3 NI","Martin_2005_asri",66,16559,"Willow Creek NH 3","NI","woody","2TDB","ANPP_foliage",NA,"1998","2001",2.97,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.48,-90.08,480,NA,NA,"793","North America","Dfb","Temperate continental forest","NAC","1935","Initiation of post-disturbance cohort (planted or natural)","1935","NAC","NAC",0,0,0,TRUE,4.2,12.3,111.2,44.8,813,45,64.90511696,188.744386,752.4307018,123.0825439,0.079250001,453019.8,9147,882,0.338569444,"temperate","ANPP_woody_stem",NA,"1998","2001",2.42
"259","Willow Creek NH 4 NI","Martin_2005_asri",66,16564,"Willow Creek NH 4","NI","woody","2TDB","ANPP_foliage",NA,"1998","2001",2.61,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.48,-90.08,480,NA,NA,"793","North America","Dfb","Temperate continental forest","NAC","1935","Initiation of post-disturbance cohort (planted or natural)","1935","NAC","NAC",0,0,0,TRUE,4.2,12.3,111.2,44.8,813,45,64.90511696,188.744386,752.4307018,123.0825439,0.079250001,453019.8,9147,882,0.338569444,"temperate","ANPP_woody_stem",NA,"1998","2001",1.9
"260","Wind River Canopy Crane old-growth douglas fir and western hemlock","Harmon_2004_prao",499,16592,"Wind River Canopy Crane","old-growth douglas fir and western hemlock","woody","2TEN","ANPP_foliage","1999",NA,NA,1.5,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.82,-121.95,355,8.9,3725.5,"439","North America","Csb","Temperate mountain system","NAC","1500","NAC","NAC","No disturbance","1500",0,0,0,TRUE,9.5,10.6,57.42,27,2558,72,69.92222222,150.8545614,782.7289474,126.1209649,0.084999999,468461.8,18277,1090,0.505736111,"temperate","ANPP_woody_stem","1999",NA,NA,1.22
"261","Wooroonooran National Park Basalt","Gleason_2010_ssad",999,18264,"Wooroonooran National Park","Basalt","woody","2TREE","ANPP_litterfall","2006","2005","2007",3.055,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Australia",-17.37,145.74,NA,22,4360,"NAC","Australia","Cfa","Tropical rainforest","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,20.6,9.8,27.22,17.7,2574,73,42.20394737,0.015438596,1405.345614,145.0707018,0.195583333,703966.4,16547,1719,0.676666667,"tropical","ANPP_woody_stem","2006","2005","2007",7.755
"262","Wooroonooran National Park Schist","Gleason_2010_ssad",999,18265,"Wooroonooran National Park","Schist","woody","2TREE","ANPP_litterfall","2006","2005","2007",2.961,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Australia",-17.37,145.74,NA,22,4360,"NAC","Australia","Cfa","Tropical rainforest","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,20.6,9.8,27.22,17.7,2574,73,42.20394737,0.015438596,1405.345614,145.0707018,0.195583333,703966.4,16547,1719,0.676666667,"tropical","ANPP_woody_stem","2006","2005","2007",7.285
"263","Yapo (Plateau) Mature","DeAngelis_1981_pofe",999,17720,"Yapo (Plateau)","Mature","woody","2TEB","ANPP_litterfall","1970","1966","1974",4.512,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Cote D'Ivoire",5.7,-4.1,70,NA,1739,"60","Africa","Aw","Tropical rainforest","5","NAC","NAC","NAC","NAC","NAC",0,0,1,TRUE,26.3,8.1,11.14,11.6,1607,58,75.33274854,0,1160.092105,136.6067544,0.282250001,631391.6,10093,1535,0.713208333,"tropical","ANPP_woody_stem","NI","NI","NI",2.4393
"264","Yapo (Plateau) Mature","DeAngelis_1981_pofe",999,18293,"Yapo (Plateau)","Mature","woody","2TEB","ANPP_litterfall","NI","NI","NI",4.512,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Cote D'Ivoire",5.7,-4.1,70,NA,1739,"60","Africa","Aw","Tropical rainforest","5","NAC","NAC","NAC","NAC","NAC",0,0,1,TRUE,26.3,8.1,11.14,11.6,1607,58,75.33274854,0,1160.092105,136.6067544,0.282250001,631391.6,10093,1535,0.713208333,"tropical","ANPP_woody_stem","NI","NI","NI",2.4393
"265","Yapo (Plateau) Mature","DeAngelis_1981_pofe",999,17721,"Yapo (Plateau)","Mature","woody","2TEB","ANPP_foliage","1970","1966","1974",3.337,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Cote D'Ivoire",5.7,-4.1,70,NA,1739,"60","Africa","Aw","Tropical rainforest","5","NAC","NAC","NAC","NAC","NAC",0,0,1,TRUE,26.3,8.1,11.14,11.6,1607,58,75.33274854,0,1160.092105,136.6067544,0.282250001,631391.6,10093,1535,0.713208333,"tropical","ANPP_woody_stem","NI","NI","NI",2.4393
"266","Yellowstone National Park (YNP) 110 yr","Litton_2004_eotd",110,17057,"Yellowstone National Park (YNP)","110 yr","woody","2TEN","ANPP_foliage",NA,"2000.415301","2001.580822",0.56,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.6,-110.5,2360,NA,465,"819","North America","Dfc","Temperate mountain system","NAC","1881","Initiation of post-disturbance cohort (natural)","1881","NAC","NAC",0,0,0,TRUE,-1,15.4,84.25,39.9,624,15,64.5745614,250.0807895,919.1570175,103.2633333,0.04025,523303.3,6186,1058,0.466819444,"temperate","ANPP_woody_stem",NA,"2000.415301","2001.580822",1.26
"267","Yenisei 138lm moderately burned Pinus sylvestris stand, lichen understory","Wirth_2002_babc",138,17089,"Yenisei 138lm","moderately burned Pinus sylvestris stand, lichen understory","woody","2TEN","ANPP_foliage",NA,"1998","2000",0.47,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Asia","Dfc","Boreal coniferous forest","NAC","1862","Initiation of post-disturbance cohort (planted or natural)","1862","Burned","1862",0,1,0,TRUE,-2.8,10.8,144.69,52.8,564,33,73.24780702,234.3824561,467.6333333,201.7973684,0.0525,368355.7,8658,667,0.293055556,"boreal","ANPP_woody_stem",NA,"1998","2000",0.94
"268","Yenisei 200lm moderately burned Pinus sylvestris stand, lichen understory","Wirth_2002_babc",200,17117,"Yenisei 200lm","moderately burned Pinus sylvestris stand, lichen understory","woody","2TEN","ANPP_foliage",NA,"1998","2000",0.44,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Asia","Dfc","Boreal coniferous forest","NAC","1800","Initiation of post-disturbance cohort (planted or natural)","1800","Burned","1800",0,1,0,TRUE,-2.8,10.8,144.69,52.8,564,33,73.24780702,234.3824561,467.6333333,201.7973684,0.0525,368355.7,8658,667,0.293055556,"boreal","ANPP_woody_stem",NA,"1998","2000",0.27
"269","Yenisei 204lm moderately burned Pinus sylvestris stand, lichen understory","Wirth_2002_babc",204,17127,"Yenisei 204lm","moderately burned Pinus sylvestris stand, lichen understory","woody","2TEN","ANPP_foliage",NA,"1998","2000",0.4,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Asia","Dfc","Boreal coniferous forest","NAC","1796","Initiation of post-disturbance cohort (planted or natural)","1796","Burned","1796",0,1,0,TRUE,-2.8,10.8,144.69,52.8,564,33,73.24780702,234.3824561,467.6333333,201.7973684,0.0525,368355.7,8658,667,0.293055556,"boreal","ANPP_woody_stem",NA,"1998","2000",0.44
"270","Yenisei 215lh heavily burned Pinus sylvestris stand, lichen understory","Wirth_2002_babc",215,17137,"Yenisei 215lh","heavily burned Pinus sylvestris stand, lichen understory","woody","2TEN","ANPP_foliage",NA,"1998","2000",0.45,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Asia","Dfc","Boreal coniferous forest","NAC","1785","Initiation of post-disturbance cohort (planted or natural)","1785","Burned","1785",0,1,0,TRUE,-2.8,10.8,144.69,52.8,564,33,73.24780702,234.3824561,467.6333333,201.7973684,0.0525,368355.7,8658,667,0.293055556,"boreal","ANPP_woody_stem",NA,"1998","2000",0.25
"271","Yenisei 383lm moderately burned Pinus sylvestris stand, lichen understory","Wirth_2002_babc",383,17175,"Yenisei 383lm","moderately burned Pinus sylvestris stand, lichen understory","woody","2TEN","ANPP_foliage",NA,"1998","2000",0.56,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Asia","Dfc","Boreal coniferous forest","NAC","1617","Initiation of post-disturbance cohort (planted or natural)","1617","Burned","1617",0,1,0,TRUE,-2.8,10.8,144.69,52.8,564,33,73.24780702,234.3824561,467.6333333,201.7973684,0.0525,368355.7,8658,667,0.293055556,"boreal","ANPP_woody_stem",NA,"1998","2000",0.52
"272","Yenisei 53vm moderately burned Pinus sylvestris stand, mosses+Vaccinum understory","Wirth_2002_babc",53,17195,"Yenisei 53vm","moderately burned Pinus sylvestris stand, mosses+Vaccinum understory","woody","2TEN","ANPP_foliage",NA,"1998","2000",1.1,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Asia","Dfc","Boreal coniferous forest","NAC","1947","Initiation of post-disturbance cohort (planted or natural)","1947","Burned","1947",0,1,0,TRUE,-2.8,10.8,144.69,52.8,564,33,73.24780702,234.3824561,467.6333333,201.7973684,0.0525,368355.7,8658,667,0.293055556,"boreal","ANPP_woody_stem",NA,"1998","2000",1.58
"273","Yenisei 67lm moderately burned Pinus sylvestris stand, lichen understory","Wirth_2002_babc",67,17205,"Yenisei 67lm","moderately burned Pinus sylvestris stand, lichen understory","woody","2TEN","ANPP_foliage",NA,"1998","2000",0.55,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Asia","Dfc","Boreal coniferous forest","NAC","1933","Initiation of post-disturbance cohort (planted or natural)","1933","Burned","1933",0,1,0,TRUE,-2.8,10.8,144.69,52.8,564,33,73.24780702,234.3824561,467.6333333,201.7973684,0.0525,368355.7,8658,667,0.293055556,"boreal","ANPP_woody_stem",NA,"1998","2000",1.22
"274","Yenisei 95vm moderately burned Pinus sylvestris stand, mosses+Vaccinum understory","Wirth_2002_babc",95,17225,"Yenisei 95vm","moderately burned Pinus sylvestris stand, mosses+Vaccinum understory","woody","2TEN","ANPP_foliage",NA,"1998","2000",0.59,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Asia","Dfc","Boreal coniferous forest","NAC","1905","Initiation of post-disturbance cohort (planted or natural)","1905","Burned","1905",0,1,0,TRUE,-2.8,10.8,144.69,52.8,564,33,73.24780702,234.3824561,467.6333333,201.7973684,0.0525,368355.7,8658,667,0.293055556,"boreal","ANPP_woody_stem",NA,"1998","2000",1.04
"275","Yusuhara kubotaniyama unmanaged","DeAngelis_1981_pofe",443,20270,"Yusuhara kubotaniyama","unmanaged","woody","2TEN","ANPP_litterfall","1970",NA,NA,3.2383,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Japan",33.33,133,720,13.6,2748,"823","Asia","Cfa","Subtropical humid forest","NAC","1527","Initiation of post-disturbance cohort (natural)","1527","NAC","NAC",0,0,0,TRUE,14.3,7.8,73.39,28.5,2160,49,62.07280702,40.46017544,968.9964912,190.1017544,0.134999999,519587.9,18253,1199,0.490472222,"subtropical","ANPP_woody_stem","1970",NA,NA,0.5358
"276","Yusuhara takatoriyama unmanaged","DeAngelis_1981_pofe",145,20271,"Yusuhara takatoriyama","unmanaged","woody","2TEN","ANPP_litterfall","1971",NA,NA,3.572,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Japan",33.33,133,420,13.6,2748,"823","Asia","Cfa","Subtropical humid forest","NAC","1826","Initiation of post-disturbance cohort (natural)","1826","NAC","NAC",0,0,0,TRUE,14.3,7.8,73.39,28.5,2160,49,62.07280702,40.46017544,968.9964912,190.1017544,0.134999999,519587.9,18253,1199,0.490472222,"subtropical","ANPP_woody_stem","1971",NA,NA,1.2408
"277","Zafire unmanaged","Aragao_2009_aabn",999,17314,"Zafire","unmanaged","woody","2TEB","ANPP_litterfall",NA,"2004","2006",2.538,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Brazil",-4,-69.9,130,25.5,2723,"824","South America","Af","Tropical rainforest","1","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,25.8,9.4,4.32,11.2,2795,24,82.41849415,0,974.5561404,271.4042105,0.287583337,482701.5,24244,1214,0.739472222,"tropical","ANPP_woody_stem",NA,"2004","2006",1.222
"278","Zafire varrilal short-statured tropical forest.ZAR1","Aragao_2009_aabn",999,18417,"Zafire varrilal","short-statured tropical forest.ZAR1","woody","2TEB","ANPP_litterfall","NI","NI","NI",2.5098,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Colombia",-4,-69.9,NA,NA,2828,"824","South America","Af","Tropical rainforest","NAC","NAC","NAC","NAC","NAC","NAC",0,0,1,TRUE,25.8,9.4,4.32,11.2,2795,24,82.41849415,0,974.5561404,271.4042105,0.287583337,482701.5,24244,1214,0.739472222,"tropical","ANPP_woody_stem","2004","2004","2005",1.222
